ProductAffected_2,ProductAffected_1,Roo_demin,Coo_valid,FtaType,RooCode_3,Roo_draw,Coo_ver,Roo_packaging,Coo_refund,FtaStatusDesc,Coo_coo,FtaName,Roo_outward,Roo_exhibitions,Coo_err,RooText_0,Coo_retention,FtaCode,Coo_tpi,Roo_trans,Roo_accessories,Roo_fungible,Roo_sets,FtaStatusDate,Coo_exmptcoo,RooCode_2,RooCode_4,Roo_accum,Roo_indir,RooText_3,ProductAffected_4,RooCode_1,ProductAffected_0,Coo_comp,RooText_1,Coo_pen,Coo_app,RooText_2,Roo_mo,Roo_rvcformula,FtaId,RooCode_0,Roo_wo,Roo_roll,RooText_4,Coo_sup,MFN,Coo_approved,Preferential,Coo_adv,ProductAffected_3,Roo_terr,FtaScope
,,not included,not provided,Free trade agreement,,not included,provided,not included,within a year,IN FORCE,authorized body (self-certification if value < EUR 5000),"FTA, Russian Federation-Uzbekistan",not included,not included,not provided,"6. In the event that for specific goods or a specific country (countries) the criteria of origin of goods are not specially specified, a general rule shall be applied, in compliance with which a product is considered to be subject to sufficient processing if its heading (the classification code of the product) according to the Goods Nomenclature on the level of any of the first four digits changed.",not provided,ITC01139,not provided,not included,not included,not included,not included,25.03.1993,not included,,,not included,included,,,,,not provided,,not provided,not provided,,provided,included,1107,CTH,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,provided,not included,within a year,IN FORCE,authorized body (self-certification if value < EUR 5000),"FTA, Belarus-Uzbekistan",not included,not included,not provided,"6. In the event that for specific goods or a specific country (countries) the criteria of origin of goods are not specially specified, a general rule shall be applied, in compliance with which a product is considered to be subject to sufficient processing if its heading (the classification code of the product) according to the Goods Nomenclature on the level of any of the first four digits changed.",not provided,ITC01140,not provided,not included,not included,not included,not included,19.12.1994,not included,,,not included,included,,,,,not provided,,not provided,not provided,,provided,included,1108,CTH,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Armenia-Georgia",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01141,prohibited,included,included,not included,not included,11.11.1998,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1109,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Azerbaijan-Georgia",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01142,prohibited,included,included,not included,not included,10.07.1996,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1110,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Georgia-Kazakhstan",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01143,prohibited,included,included,not included,not included,16.07.1999,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1111,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,provided,not included,within a year,IN FORCE,authorized body (self-certification if value < EUR 5000),"FTA, Georgia-Turkmenistan",not included,not included,not provided,"6. In the event that for specific goods or a specific country (countries) the criteria of origin of goods are not specially specified, a general rule shall be applied, in compliance with which a product is considered to be subject to sufficient processing if its heading (the classification code of the product) according to the Goods Nomenclature on the level of any of the first four digits changed.",not provided,ITC01144,not provided,not included,not included,not included,not included,01.01.2000,not included,,,not included,included,,,,,not provided,,not provided,not provided,,provided,included,1112,CTH,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Georgia-Ukraine",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01145,prohibited,included,included,not included,not included,04.06.1996,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1113,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Armenia-Kyrgyzstan",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01146,prohibited,included,included,not included,not included,27.10.1995,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1114,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Armenia-Moldova",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01147,prohibited,included,included,not included,not included,21.12.1995,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1115,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Armenia-Tajikistan",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01148,prohibited,included,included,not included,not included,20.07.1994,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1116,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,provided,not included,within a year,IN FORCE,authorized body (self-certification if value < EUR 5000),"FTA, Armenia-Turkmenistan",not included,not included,not provided,"6. In the event that for specific goods or a specific country (countries) the criteria of origin of goods are not specially specified, a general rule shall be applied, in compliance with which a product is considered to be subject to sufficient processing if its heading (the classification code of the product) according to the Goods Nomenclature on the level of any of the first four digits changed.",not provided,ITC01149,not provided,not included,not included,not included,not included,07.07.1996,not included,,,not included,included,,,,,not provided,,not provided,not provided,,provided,included,1117,CTH,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
